SALE_DATE;CUSTOMER_NR;PRODUCT_NR;CASH_POINT_NR;QTY;AMOUNT;CASH_OR_PLASTIC;CASHIER_EMP_NR;DISPLAY_PROD_CAT_NR;EXTRACT_DATE
2020-06-15;388;P00000339;78;10;184;C;31;42;"2022-11-02 00:00:00.000000"
2020-06-16;350;P00000339;1;7;84.7;C;29;112;"2022-11-02 00:00:00.000000"
2020-06-16;350;P00000339;1;7;84.7;C;29;112;"2022-11-02 00:00:00.000000"
2020-06-17;312;P00000339;22;4;23.2;P;27;27;"2022-11-02 00:00:00.000000"
2020-06-17;312;P00000339;22;4;23.2;P;27;27;"2022-11-02 00:00:00.000000"
2020-06-18;274;P00000339;43;1;22.5;C;25;113;"2022-11-02 00:00:00.000000"
2020-06-18;274;P00000339;43;1;22.5;C;25;113;"2022-11-02 00:00:00.000000"
2020-06-19;236;P00000339;64;13;210.6;C;23;13;"2022-11-02 00:00:00.000000"
2020-06-19;236;P00000339;64;13;210.6;C;23;13;"2022-11-02 00:00:00.000000"
2020-06-20;198;P00000339;85;10;99;P;21;36;"2022-11-02 00:00:00.000000"
2020-06-20;198;P00000339;85;10;99;P;21;36;"2022-11-02 00:00:00.000000"
2020-06-21;160;P00000339;8;7;25.2;C;19;31;"2022-11-02 00:00:00.000000"
2020-06-21;160;P00000339;8;7;25.2;C;19;31;"2022-11-02 00:00:00.000000"
2020-06-22;122;P00000339;29;4;81.2;C;17;56;"2022-11-02 00:00:00.000000"
2020-06-22;122;P00000339;29;4;81.2;C;17;56;"2022-11-02 00:00:00.000000"
2020-06-23;84;P00000339;50;1;14;P;15;17;"2022-11-02 00:00:00.000000"
2020-06-23;84;P00000339;50;1;14;P;15;17;"2022-11-02 00:00:00.000000"
2020-06-24;46;P00000339;71;13;100.1;C;13;98;"2022-11-02 00:00:00.000000"
2020-06-24;46;P00000339;71;13;100.1;C;13;98;"2022-11-02 00:00:00.000000"
2020-06-25;8;P00000339;92;10;14;C;11;29;"2022-11-02 00:00:00.000000"
2020-06-25;8;P00000339;92;10;14;C;11;29;"2022-11-02 00:00:00.000000"
2020-06-26;465;P00000339;15;7;126.7;P;9;16;"2022-11-02 00:00:00.000000"
2020-06-26;465;P00000339;15;7;126.7;P;9;16;"2022-11-02 00:00:00.000000"
2020-06-27;427;P00000339;36;4;47.2;C;7;66;"2022-11-02 00:00:00.000000"
2020-06-27;427;P00000339;36;4;47.2;C;7;66;"2022-11-02 00:00:00.000000"
2020-06-28;389;P00000339;57;1;5.5;C;5;76;"2022-11-02 00:00:00.000000"
2020-06-28;389;P00000339;57;1;5.5;C;5;76;"2022-11-02 00:00:00.000000"
2020-06-29;351;P00000339;78;13;288.6;P;3;74;"2022-11-02 00:00:00.000000"
2020-06-29;351;P00000339;78;13;288.6;P;3;74;"2022-11-02 00:00:00.000000"
2020-06-30;313;P00000339;1;10;159;C;1;48;"2022-11-02 00:00:00.000000"
2020-06-30;313;P00000339;1;10;159;C;1;48;"2022-11-02 00:00:00.000000"
2020-07-01;275;P00000339;22;7;67.2;C;48;82;"2022-11-02 00:00:00.000000"
2020-07-01;275;P00000339;22;7;67.2;C;48;82;"2022-11-02 00:00:00.000000"
2020-07-02;237;P00000339;43;4;13.2;P;46;63;"2022-11-02 00:00:00.000000"
2020-07-02;237;P00000339;43;4;13.2;P;46;63;"2022-11-02 00:00:00.000000"
2020-07-03;199;P00000339;64;1;20;C;44;102;"2022-11-02 00:00:00.000000"
2020-07-03;199;P00000339;64;1;20;C;44;102;"2022-11-02 00:00:00.000000"
2020-07-04;161;P00000339;85;13;178.1;C;42;103;"2022-11-02 00:00:00.000000"
2020-07-04;161;P00000339;85;13;178.1;C;42;103;"2022-11-02 00:00:00.000000"
2020-09-22;123;P00000339;8;7;7.7;C;40;23;"2022-11-03 00:00:00.000000"
2020-09-22;123;P00000339;8;7;7.7;C;40;23;"2022-11-03 00:00:00.000000"
2020-09-22;85;P00000339;29;4;71.2;C;38;67;"2022-11-03 00:00:00.000000"
2020-09-22;85;P00000339;29;4;71.2;C;38;67;"2022-11-03 00:00:00.000000"
2020-09-22;47;P00000339;50;1;11.5;P;36;45;"2022-11-03 00:00:00.000000"
2020-09-22;47;P00000339;50;1;11.5;P;36;45;"2022-11-03 00:00:00.000000"
2020-09-22;509;P00000339;71;13;67.6;C;34;114;"2022-11-03 00:00:00.000000"
2020-09-22;509;P00000339;71;13;67.6;C;34;114;"2022-11-03 00:00:00.000000"
2020-09-22;466;P00000339;92;10;219;C;32;81;"2022-11-03 00:00:00.000000"
2020-09-22;466;P00000339;92;10;219;C;32;81;"2022-11-03 00:00:00.000000"
2020-09-22;428;P00000339;15;7;109.2;P;30;2;"2022-11-03 00:00:00.000000"
2020-09-22;428;P00000339;15;7;109.2;P;30;2;"2022-11-03 00:00:00.000000"
2020-09-22;390;P00000339;36;4;37.2;C;28;118;"2022-11-03 00:00:00.000000"
2020-09-22;390;P00000339;36;4;37.2;C;28;118;"2022-11-03 00:00:00.000000"
2020-09-22;352;P00000339;57;1;3;C;26;85;"2022-11-03 00:00:00.000000"
2020-09-22;352;P00000339;57;1;3;C;26;85;"2022-11-03 00:00:00.000000"
2020-09-22;314;P00000339;78;13;256.1;P;24;26;"2022-11-03 00:00:00.000000"
2020-09-22;314;P00000339;78;13;256.1;P;24;26;"2022-11-03 00:00:00.000000"
2020-09-22;276;P00000339;101;10;134;C;22;65;"2022-11-03 00:00:00.000000"
2020-09-22;276;P00000339;101;10;134;C;22;65;"2022-11-03 00:00:00.000000"
2020-09-22;238;P00000339;22;7;49.7;C;20;86;"2022-11-03 00:00:00.000000"
2020-09-22;238;P00000339;22;7;49.7;C;20;86;"2022-11-03 00:00:00.000000"
2020-09-22;200;P00000339;43;4;3.2;P;18;47;"2022-11-03 00:00:00.000000"
2020-09-22;200;P00000339;43;4;3.2;P;18;47;"2022-11-03 00:00:00.000000"
2020-09-22;162;P00000339;64;1;17.5;C;16;79;"2022-11-03 00:00:00.000000"
2020-09-22;162;P00000339;64;1;17.5;C;16;79;"2022-11-03 00:00:00.000000"
2020-09-22;124;P00000339;85;13;145.6;C;14;42;"2022-11-03 00:00:00.000000"
2020-09-22;124;P00000339;85;13;145.6;C;14;42;"2022-11-03 00:00:00.000000"
2020-09-22;86;P00000339;8;10;49;P;12;112;"2022-11-03 00:00:00.000000"
2020-09-22;86;P00000339;8;10;49;P;12;112;"2022-11-03 00:00:00.000000"
2020-09-22;48;P00000339;29;7;151.2;C;10;27;"2022-11-03 00:00:00.000000"
2020-09-22;48;P00000339;29;7;151.2;C;10;27;"2022-11-03 00:00:00.000000"
2020-09-22;510;P00000339;50;4;61.2;C;8;113;"2022-11-03 00:00:00.000000"
2020-09-22;510;P00000339;50;4;61.2;C;8;113;"2022-11-03 00:00:00.000000"
2020-09-22;467;P00000339;71;1;9;P;6;13;"2022-11-03 00:00:00.000000"
2020-09-22;467;P00000339;71;1;9;P;6;13;"2022-11-03 00:00:00.000000"
2020-09-22;429;P00000339;92;13;35.1;C;4;36;"2022-11-03 00:00:00.000000"
2020-09-22;429;P00000339;92;13;35.1;C;4;36;"2022-11-03 00:00:00.000000"
2020-09-22;391;P00000339;15;10;194;C;2;31;"2022-11-03 00:00:00.000000"
2020-09-22;391;P00000339;15;10;194;C;2;31;"2022-11-03 00:00:00.000000"
2020-09-22;353;P00000339;36;7;91.7;P;49;56;"2022-11-03 00:00:00.000000"
2020-09-22;353;P00000339;36;7;91.7;P;49;56;"2022-11-03 00:00:00.000000"
2020-09-22;315;P00000339;57;4;27.2;C;47;17;"2022-11-03 00:00:00.000000"
2020-09-22;315;P00000339;57;4;27.2;C;47;17;"2022-11-03 00:00:00.000000"
2020-09-22;277;P00000339;78;1;0.5;C;45;98;"2022-11-03 00:00:00.000000"
2020-09-22;277;P00000339;78;1;0.5;C;45;98;"2022-11-03 00:00:00.000000"
2020-09-22;239;P00000339;101;13;223.6;P;43;29;"2022-11-03 00:00:00.000000"
2020-09-22;239;P00000339;101;13;223.6;P;43;29;"2022-11-03 00:00:00.000000"
2020-09-22;201;P00000339;22;10;109;C;41;16;"2022-11-03 00:00:00.000000"
2020-09-22;201;P00000339;22;10;109;C;41;16;"2022-11-03 00:00:00.000000"
2020-09-22;163;P00000339;43;7;32.2;C;39;66;"2022-11-03 00:00:00.000000"
2020-09-22;163;P00000339;43;7;32.2;C;39;66;"2022-11-03 00:00:00.000000"
2020-09-22;125;P00000339;64;4;85.2;P;37;76;"2022-11-03 00:00:00.000000"
2020-09-22;125;P00000339;64;4;85.2;P;37;76;"2022-11-03 00:00:00.000000"
2020-09-22;87;P00000339;85;1;15;C;35;74;"2022-11-03 00:00:00.000000"
2020-09-22;87;P00000339;85;1;15;C;35;74;"2022-11-03 00:00:00.000000"
2020-09-22;49;P00000339;8;13;113.1;C;33;48;"2022-11-03 00:00:00.000000"
2020-09-22;49;P00000339;8;13;113.1;C;33;48;"2022-11-03 00:00:00.000000"
2020-09-22;511;P00000339;29;10;24;P;31;82;"2022-11-03 00:00:00.000000"
2020-09-22;511;P00000339;29;10;24;P;31;82;"2022-11-03 00:00:00.000000"
2020-09-22;468;P00000339;50;7;133.7;C;29;63;"2022-11-03 00:00:00.000000"
2020-09-22;468;P00000339;50;7;133.7;C;29;63;"2022-11-03 00:00:00.000000"
2020-09-22;430;P00000339;71;4;51.2;C;27;19;"2022-11-03 00:00:00.000000"
2024-03-05;359;P00000333;36;7;49.7;C;49;103;"2022-11-05 00:00:00.000000"
2024-03-05;359;P00000333;36;7;49.7;C;49;103;"2022-11-05 00:00:00.000000"
2024-03-05;321;P00000333;57;4;3.2;P;47;23;"2022-11-05 00:00:00.000000"
2024-03-05;321;P00000333;57;4;3.2;P;47;23;"2022-11-05 00:00:00.000000"
2024-03-05;283;P00000333;78;1;17.5;C;45;67;"2022-11-05 00:00:00.000000"
2024-03-05;283;P00000333;78;1;17.5;C;45;67;"2022-11-05 00:00:00.000000"
2024-03-05;245;P00000333;101;13;145.6;C;43;45;"2022-11-05 00:00:00.000000"
2024-03-05;245;P00000333;101;13;145.6;C;43;45;"2022-11-05 00:00:00.000000"
2024-03-05;207;P00000333;22;10;49;P;41;114;"2022-11-05 00:00:00.000000"
2024-03-05;207;P00000333;22;10;49;P;41;114;"2022-11-05 00:00:00.000000"
2024-03-05;169;P00000333;43;7;151.2;C;39;81;"2022-11-05 00:00:00.000000"
2024-03-05;169;P00000333;43;7;151.2;C;39;81;"2022-11-05 00:00:00.000000"
2024-03-05;131;P00000333;64;4;61.2;C;37;2;"2022-11-05 00:00:00.000000"
2024-03-05;131;P00000333;64;4;61.2;C;37;2;"2022-11-05 00:00:00.000000"
2024-03-05;93;P00000333;85;1;9;P;35;118;"2022-11-05 00:00:00.000000"
2024-03-05;93;P00000333;85;1;9;P;35;118;"2022-11-05 00:00:00.000000"
2024-03-05;55;P00000333;8;13;35.1;C;33;85;"2022-11-05 00:00:00.000000"
2024-03-05;55;P00000333;8;13;35.1;C;33;85;"2022-11-05 00:00:00.000000"
2024-03-05;517;P00000333;29;10;194;C;31;26;"2022-11-05 00:00:00.000000"
2024-03-05;517;P00000333;29;10;194;C;31;26;"2022-11-05 00:00:00.000000"
2024-03-05;474;P00000333;50;7;91.7;P;29;65;"2022-11-05 00:00:00.000000"
2024-03-05;474;P00000333;50;7;91.7;P;29;65;"2022-11-05 00:00:00.000000"
2024-03-05;436;P00000333;71;4;27.2;C;27;86;"2022-11-05 00:00:00.000000"
2024-03-05;436;P00000333;71;4;27.2;C;27;86;"2022-11-05 00:00:00.000000"
2024-03-05;398;P00000333;92;1;0.5;C;25;47;"2022-11-05 00:00:00.000000"
2024-03-05;398;P00000333;92;1;0.5;C;25;47;"2022-11-05 00:00:00.000000"
2024-03-05;360;P00000333;15;13;223.6;P;23;79;"2022-11-05 00:00:00.000000"
2024-03-05;360;P00000333;15;13;223.6;P;23;79;"2022-11-05 00:00:00.000000"
2024-03-05;322;P00000333;36;10;109;C;21;42;"2022-11-05 00:00:00.000000"
2024-03-05;322;P00000333;36;10;109;C;21;42;"2022-11-05 00:00:00.000000"
2024-03-05;284;P00000333;57;7;32.2;C;19;112;"2022-11-05 00:00:00.000000"
2024-03-05;284;P00000333;57;7;32.2;C;19;112;"2022-11-05 00:00:00.000000"
2024-03-05;246;P00000333;78;4;85.2;P;17;27;"2022-11-05 00:00:00.000000"
2024-03-05;246;P00000333;78;4;85.2;P;17;27;"2022-11-05 00:00:00.000000"
2024-03-05;208;P00000333;101;1;15;C;15;113;"2022-11-05 00:00:00.000000"
2024-03-05;208;P00000333;101;1;15;C;15;113;"2022-11-05 00:00:00.000000"
2024-03-05;170;P00000333;22;13;113.1;C;13;13;"2022-11-05 00:00:00.000000"
2024-03-05;170;P00000333;22;13;113.1;C;13;13;"2022-11-05 00:00:00.000000"
2024-03-05;132;P00000333;43;10;24;P;11;36;"2022-11-05 00:00:00.000000"
2024-03-05;132;P00000333;43;10;24;P;11;36;"2022-11-05 00:00:00.000000"
2024-03-05;94;P00000333;64;7;133.7;C;9;31;"2022-11-05 00:00:00.000000"
2024-03-05;94;P00000333;64;7;133.7;C;9;31;"2022-11-05 00:00:00.000000"
2024-03-05;56;P00000333;85;4;51.2;C;7;56;"2022-11-05 00:00:00.000000"
2024-03-05;56;P00000333;85;4;51.2;C;7;56;"2022-11-05 00:00:00.000000"
2024-03-05;518;P00000333;8;1;6.5;P;5;17;"2022-11-05 00:00:00.000000"
2024-03-05;518;P00000333;8;1;6.5;P;5;17;"2022-11-05 00:00:00.000000"
2024-03-05;475;P00000333;29;13;2.6;C;53;98;"2022-11-05 00:00:00.000000"
2024-03-05;475;P00000333;29;13;2.6;C;53;98;"2022-11-05 00:00:00.000000"
2024-03-05;437;P00000333;50;10;169;C;51;29;"2022-11-05 00:00:00.000000"
2024-03-05;437;P00000333;50;10;169;C;51;29;"2022-11-05 00:00:00.000000"
2024-03-05;399;P00000333;71;7;74.2;P;48;16;"2022-11-05 00:00:00.000000"
2024-03-05;399;P00000333;71;7;74.2;P;48;16;"2022-11-05 00:00:00.000000"
2024-03-05;361;P00000333;92;4;17.2;C;46;66;"2022-11-05 00:00:00.000000"
2024-03-05;361;P00000333;92;4;17.2;C;46;66;"2022-11-05 00:00:00.000000"
2024-03-05;323;P00000333;15;1;21;C;44;76;"2022-11-05 00:00:00.000000"
2024-03-05;323;P00000333;15;1;21;C;44;76;"2022-11-05 00:00:00.000000"
2024-03-05;285;P00000333;36;13;191.1;P;42;74;"2022-11-05 00:00:00.000000"
2024-03-05;285;P00000333;36;13;191.1;P;42;74;"2022-11-05 00:00:00.000000"
2024-03-05;247;P00000333;57;10;84;C;40;48;"2022-11-05 00:00:00.000000"
2024-03-05;247;P00000333;57;10;84;C;40;48;"2022-11-05 00:00:00.000000"
2024-03-05;209;P00000333;78;7;14.7;C;38;82;"2022-11-05 00:00:00.000000"
2024-03-05;209;P00000333;78;7;14.7;C;38;82;"2022-11-05 00:00:00.000000"
2024-03-05;171;P00000332;101;4;75.2;P;36;63;"2022-11-05 00:00:00.000000"
2024-03-05;171;P00000332;101;4;75.2;P;36;63;"2022-11-05 00:00:00.000000"
2024-03-05;133;P00000332;22;1;12.5;C;34;19;"2022-11-05 00:00:00.000000"
2024-03-05;133;P00000332;22;1;12.5;C;34;19;"2022-11-05 00:00:00.000000"
2024-03-05;95;P00000332;43;13;80.6;C;32;103;"2022-11-05 00:00:00.000000"
2024-03-05;95;P00000332;43;13;80.6;C;32;103;"2022-11-05 00:00:00.000000"
2024-03-05;57;P00000332;64;10;229;P;30;23;"2022-11-05 00:00:00.000000"
2024-03-05;57;P00000332;64;10;229;P;30;23;"2022-11-05 00:00:00.000000"
2024-03-05;519;P00000332;85;7;116.2;C;28;67;"2022-11-05 00:00:00.000000"
2024-03-05;519;P00000332;85;7;116.2;C;28;67;"2022-11-05 00:00:00.000000"
2024-03-05;476;P00000332;8;4;41.2;C;26;45;"2022-11-05 00:00:00.000000"
2024-03-05;476;P00000332;8;4;41.2;C;26;45;"2022-11-05 00:00:00.000000"
2024-03-05;438;P00000332;29;1;4;P;24;114;"2022-11-05 00:00:00.000000"
2024-03-05;438;P00000332;29;1;4;P;24;114;"2022-11-05 00:00:00.000000"
2024-03-05;400;P00000332;50;13;269.1;C;22;81;"2022-11-05 00:00:00.000000"
2024-03-05;400;P00000332;50;13;269.1;C;22;81;"2022-11-05 00:00:00.000000"
2024-03-05;362;P00000332;71;10;144;C;20;2;"2022-11-05 00:00:00.000000"
2024-03-05;362;P00000332;71;10;144;C;20;2;"2022-11-05 00:00:00.000000"
2024-03-05;324;P00000332;92;7;56.7;P;18;118;"2022-11-05 00:00:00.000000"
2024-03-05;324;P00000332;92;7;56.7;P;18;118;"2022-11-05 00:00:00.000000"
2024-03-05;286;P00000332;15;4;7.2;C;16;85;"2022-11-05 00:00:00.000000"
2024-03-05;286;P00000332;15;4;7.2;C;16;85;"2022-11-05 00:00:00.000000"
2024-03-05;248;P00000332;36;1;18.5;C;14;26;"2022-11-05 00:00:00.000000"
2024-03-05;248;P00000332;36;1;18.5;C;14;26;"2022-11-05 00:00:00.000000"
2024-03-05;210;P00000332;57;13;158.6;P;12;65;"2022-11-05 00:00:00.000000"
2024-03-05;210;P00000332;57;13;158.6;P;12;65;"2022-11-05 00:00:00.000000"
2024-03-05;172;P00000332;78;10;59;C;10;86;"2022-11-05 00:00:00.000000"
2024-03-05;172;P00000332;78;10;59;C;10;86;"2022-11-05 00:00:00.000000"
2024-03-05;134;P00000332;101;7;158.2;C;8;47;"2022-11-05 00:00:00.000000"
2024-03-05;134;P00000332;101;7;158.2;C;8;47;"2022-11-05 00:00:00.000000"
2024-03-05;96;P00000332;22;4;65.2;P;6;79;"2022-11-05 00:00:00.000000"
2024-03-05;96;P00000332;22;4;65.2;P;6;79;"2022-11-05 00:00:00.000000"
2024-03-05;58;P00000332;43;1;10;C;4;42;"2022-11-05 00:00:00.000000"
2024-03-05;58;P00000332;43;1;10;C;4;42;"2022-11-05 00:00:00.000000"
2024-03-05;520;P00000332;64;13;48.1;C;52;112;"2022-11-05 00:00:00.000000"
2024-03-05;520;P00000332;64;13;48.1;C;52;112;"2022-11-05 00:00:00.000000"
2024-03-05;477;P00000332;85;10;204;P;49;27;"2022-11-05 00:00:00.000000"
2024-03-05;477;P00000332;85;10;204;P;49;27;"2022-11-05 00:00:00.000000"
2024-03-05;439;P00000332;8;7;98.7;C;47;113;"2022-11-05 00:00:00.000000"
2024-03-05;439;P00000332;8;7;98.7;C;47;113;"2022-11-05 00:00:00.000000"
2024-03-05;401;P00000332;29;4;31.2;C;45;13;"2022-11-05 00:00:00.000000"
2024-03-05;401;P00000332;29;4;31.2;C;45;13;"2022-11-05 00:00:00.000000"
2024-03-05;363;P00000332;50;1;1.5;P;43;36;"2022-11-05 00:00:00.000000"
2024-03-05;363;P00000332;50;1;1.5;P;43;36;"2022-11-05 00:00:00.000000"
2024-03-05;325;P00000332;71;13;236.6;C;41;31;"2022-11-05 00:00:00.000000"
2024-03-05;325;P00000332;71;13;236.6;C;41;31;"2022-11-05 00:00:00.000000"
2024-03-05;287;P00000332;92;10;119;C;39;56;"2022-11-05 00:00:00.000000"
2024-03-05;287;P00000332;92;10;119;C;39;56;"2022-11-05 00:00:00.000000"
2019-02-04;464;P00000341;29;1;21.5;C;45;47;"2022-11-02 00:00:00.000000"
2019-02-05;426;P00000341;50;13;197.6;P;43;79;"2022-11-02 00:00:00.000000"
2019-02-05;426;P00000341;50;13;197.6;P;43;79;"2022-11-02 00:00:00.000000"
2019-02-06;388;P00000341;71;10;89;C;41;42;"2022-11-02 00:00:00.000000"
2019-02-06;388;P00000341;71;10;89;C;41;42;"2022-11-02 00:00:00.000000"
2019-02-07;350;P00000341;92;7;18.2;C;39;112;"2022-11-02 00:00:00.000000"
2019-02-07;350;P00000341;92;7;18.2;C;39;112;"2022-11-02 00:00:00.000000"
2019-02-08;312;P00000341;15;4;77.2;P;37;27;"2022-11-02 00:00:00.000000"
2019-02-08;312;P00000341;15;4;77.2;P;37;27;"2022-11-02 00:00:00.000000"
2019-02-09;274;P00000341;36;1;13;C;35;113;"2022-11-02 00:00:00.000000"
2019-02-09;274;P00000341;36;1;13;C;35;113;"2022-11-02 00:00:00.000000"
2019-02-10;236;P00000341;57;13;87.1;C;33;13;"2022-11-02 00:00:00.000000"
2019-02-10;236;P00000341;57;13;87.1;C;33;13;"2022-11-02 00:00:00.000000"
2019-02-11;198;P00000341;78;10;4;P;31;36;"2022-11-02 00:00:00.000000"
2019-02-11;198;P00000341;78;10;4;P;31;36;"2022-11-02 00:00:00.000000"
2019-02-12;160;P00000341;1;7;119.7;C;29;31;"2022-11-02 00:00:00.000000"
2019-02-12;160;P00000341;1;7;119.7;C;29;31;"2022-11-02 00:00:00.000000"
2019-02-13;122;P00000341;22;4;43.2;C;27;56;"2022-11-02 00:00:00.000000"
2019-02-13;122;P00000341;22;4;43.2;C;27;56;"2022-11-02 00:00:00.000000"
2019-02-14;84;P00000341;43;1;4.5;P;25;17;"2022-11-02 00:00:00.000000"
2019-02-14;84;P00000341;43;1;4.5;P;25;17;"2022-11-02 00:00:00.000000"
2019-02-15;46;P00000341;64;13;275.6;C;23;98;"2022-11-02 00:00:00.000000"
2019-02-15;46;P00000341;64;13;275.6;C;23;98;"2022-11-02 00:00:00.000000"
2019-02-16;8;P00000341;85;10;149;C;21;29;"2022-11-02 00:00:00.000000"
2019-02-16;8;P00000341;85;10;149;C;21;29;"2022-11-02 00:00:00.000000"
2019-02-17;465;P00000341;8;7;60.2;P;19;16;"2022-11-02 00:00:00.000000"
2019-02-17;465;P00000341;8;7;60.2;P;19;16;"2022-11-02 00:00:00.000000"
2019-02-18;427;P00000341;29;4;9.2;C;17;66;"2022-11-02 00:00:00.000000"
2019-02-18;427;P00000341;29;4;9.2;C;17;66;"2022-11-02 00:00:00.000000"
2019-02-19;389;P00000341;50;1;19;C;15;76;"2022-11-02 00:00:00.000000"
2019-02-19;389;P00000341;50;1;19;C;15;76;"2022-11-02 00:00:00.000000"
2019-02-20;351;P00000341;71;13;165.1;P;13;74;"2022-11-02 00:00:00.000000"
2019-02-20;351;P00000341;71;13;165.1;P;13;74;"2022-11-02 00:00:00.000000"
2019-02-21;313;P00000341;92;10;64;C;11;48;"2022-11-02 00:00:00.000000"
2019-02-21;313;P00000341;92;10;64;C;11;48;"2022-11-02 00:00:00.000000"
2019-02-22;275;P00000341;15;7;0.7;C;9;82;"2022-11-02 00:00:00.000000"
2019-02-22;275;P00000341;15;7;0.7;C;9;82;"2022-11-02 00:00:00.000000"
2019-02-23;237;P00000341;36;4;67.2;P;7;63;"2022-11-02 00:00:00.000000"
2019-02-23;237;P00000341;36;4;67.2;P;7;63;"2022-11-02 00:00:00.000000"
2019-02-24;199;P00000341;57;1;10.5;C;5;102;"2022-11-02 00:00:00.000000"
2019-02-24;199;P00000341;57;1;10.5;C;5;102;"2022-11-02 00:00:00.000000"
2019-02-25;161;P00000341;78;13;54.6;C;3;103;"2022-11-02 00:00:00.000000"
2019-02-25;161;P00000341;78;13;54.6;C;3;103;"2022-11-02 00:00:00.000000"
2019-02-26;123;P00000341;1;10;209;P;1;23;"2022-11-02 00:00:00.000000"
2019-02-26;123;P00000341;1;10;209;P;1;23;"2022-11-02 00:00:00.000000"
2019-02-27;85;P00000341;22;7;102.2;C;48;67;"2022-11-02 00:00:00.000000"
2019-02-27;85;P00000341;22;7;102.2;C;48;67;"2022-11-02 00:00:00.000000"
2019-02-28;47;P00000341;43;4;33.2;C;46;45;"2022-11-02 00:00:00.000000"
2019-02-28;47;P00000341;43;4;33.2;C;46;45;"2022-11-02 00:00:00.000000"
2019-03-01;9;P00000341;64;1;2;P;44;114;"2022-11-02 00:00:00.000000"
2019-03-01;9;P00000341;64;1;2;P;44;114;"2022-11-02 00:00:00.000000"
2019-03-02;466;P00000341;85;13;243.1;C;42;81;"2022-11-02 00:00:00.000000"
2019-03-02;466;P00000341;85;13;243.1;C;42;81;"2022-11-02 00:00:00.000000"
2019-03-03;428;P00000341;8;10;124;C;40;2;"2022-11-02 00:00:00.000000"
2019-03-03;428;P00000341;8;10;124;C;40;2;"2022-11-02 00:00:00.000000"
2019-03-04;390;P00000341;29;7;42.7;P;38;118;"2022-11-02 00:00:00.000000"
2019-03-04;390;P00000341;29;7;42.7;P;38;118;"2022-11-02 00:00:00.000000"
2019-03-05;352;P00000341;50;4;91.2;C;36;85;"2022-11-02 00:00:00.000000"
2019-03-05;352;P00000341;50;4;91.2;C;36;85;"2022-11-02 00:00:00.000000"
2019-03-06;314;P00000341;71;1;16.5;C;34;26;"2022-11-02 00:00:00.000000"
2019-03-06;314;P00000341;71;1;16.5;C;34;26;"2022-11-02 00:00:00.000000"
2019-03-07;276;P00000341;92;13;132.6;P;32;65;"2022-11-02 00:00:00.000000"
2019-03-07;276;P00000341;92;13;132.6;P;32;65;"2022-11-02 00:00:00.000000"
2019-03-08;238;P00000341;15;10;39;C;30;86;"2022-11-02 00:00:00.000000"
2019-03-08;238;P00000341;15;10;39;C;30;86;"2022-11-02 00:00:00.000000"
2019-03-09;200;P00000341;36;7;144.2;C;28;47;"2022-11-02 00:00:00.000000"
2019-03-09;200;P00000341;36;7;144.2;C;28;47;"2022-11-02 00:00:00.000000"
2019-03-10;162;P00000341;57;4;57.2;P;26;79;"2022-11-02 00:00:00.000000"
2019-03-10;162;P00000341;57;4;57.2;P;26;79;"2022-11-02 00:00:00.000000"
2019-03-11;124;P00000341;78;1;8;C;24;42;"2022-11-02 00:00:00.000000"
2019-03-11;124;P00000341;78;1;8;C;24;42;"2022-11-02 00:00:00.000000"
2019-03-12;86;P00000341;1;13;22.1;C;22;112;"2022-11-02 00:00:00.000000"
2019-03-12;86;P00000341;1;13;22.1;C;22;112;"2022-11-02 00:00:00.000000"
2019-03-13;48;P00000341;22;10;184;P;20;27;"2022-11-02 00:00:00.000000"
2019-03-13;48;P00000341;22;10;184;P;20;27;"2022-11-02 00:00:00.000000"
2019-03-14;10;P00000341;43;7;84.7;C;18;113;"2022-11-02 00:00:00.000000"
2019-03-14;10;P00000341;43;7;84.7;C;18;113;"2022-11-02 00:00:00.000000"
2019-03-15;467;P00000341;64;4;23.2;C;16;13;"2022-11-02 00:00:00.000000"
2019-03-15;467;P00000341;64;4;23.2;C;16;13;"2022-11-02 00:00:00.000000"
2019-03-16;429;P00000341;85;1;22.5;P;14;36;"2022-11-02 00:00:00.000000"
2019-03-16;429;P00000341;85;1;22.5;P;14;36;"2022-11-02 00:00:00.000000"
2019-03-17;391;P00000341;8;13;210.6;C;12;31;"2022-11-02 00:00:00.000000"
2019-03-17;391;P00000341;8;13;210.6;C;12;31;"2022-11-02 00:00:00.000000"
2019-03-18;353;P00000341;29;10;99;C;10;56;"2022-11-02 00:00:00.000000"
2019-03-18;353;P00000341;29;10;99;C;10;56;"2022-11-02 00:00:00.000000"
2019-03-19;315;P00000341;50;7;25.2;P;8;17;"2022-11-02 00:00:00.000000"
2019-03-19;315;P00000341;50;7;25.2;P;8;17;"2022-11-02 00:00:00.000000"
2019-03-20;277;P00000341;71;4;81.2;C;6;98;"2022-11-02 00:00:00.000000"
2019-03-20;277;P00000341;71;4;81.2;C;6;98;"2022-11-02 00:00:00.000000"
2019-03-21;239;P00000341;92;1;14;C;4;29;"2022-11-02 00:00:00.000000"
2019-03-21;239;P00000341;92;1;14;C;4;29;"2022-11-02 00:00:00.000000"
2019-03-22;201;P00000341;15;13;100.1;P;2;16;"2022-11-02 00:00:00.000000"
2019-03-22;201;P00000341;15;13;100.1;P;2;16;"2022-11-02 00:00:00.000000"
